Time (s),Acceleration x (m/s^2),Acceleration y (m/s^2),Acceleration z (m/s^2)
82.86,1.5213,-0.2048,2.6542
82.88,1.1278,-0.2762,2.8138
82.9,0.6185,-0.1486,3.6961
82.92,0.1989,-0.5582,3.1491
82.94,-0.5897,-0.4857,3.1299
82.96,-0.8264,-0.7209,1.576
82.98,-1.4197,-0.9092,1.3786
83.0,-1.1648,-0.6365,1.0801
83.02,-0.7665,-0.9757,0.597
83.04,-1.2142,-1.2397,0.1838
83.06,-1.6298,-1.1126,-0.3698
83.08,-0.5861,-0.6962,-0.5705
83.1,-0.8352,-0.7316,-0.925
83.12,-0.8597,-0.0558,-1.0968
83.14,-0.8505,0.6734,-1.6992
83.16,-0.8826,0.552,-1.7745
83.18,-0.5644,1.0358,-2.1751
83.2,-0.357,1.8842,-2.6943
83.22,0.0475,1.5617,-2.9431
83.24,0.4977,1.2119,-2.4076
83.26,1.0869,1.1372,-2.6167
83.28,1.3881,1.1303,-1.8253
83.3,1.9151,0.6683,-1.1588
83.32,2.2255,-0.2359,-0.2295
83.34,1.8157,-0.0094,0.8505
83.36,1.9648,-0.3521,2.4153
83.38,1.4005,0.0957,2.5983
83.4,1.1053,-0.2644,2.9423
83.42,0.9341,-0.1894,3.5569
83.44,0.0098,-0.5343,3.8328
83.46,-0.8073,-0.602,3.2446
83.48,-0.4871,-0.6608,2.4898
83.5,-1.1139,-1.2288,1.1347
83.52,-1.4963,-0.7212,0.7417
83.54,-1.0977,-1.1724,0.2478
83.56,-1.2142,-1.0168,0.0926
83.58,-1.79,-1.184,-0.2731
83.6,-1.2384,-1.2626,-0.5371
83.62,-0.9416,-0.9626,-1.3033
83.64,-1.2098,-0.3533,-1.0687
83.66,-0.7839,0.5771,-0.9558
83.68,-1.1357,0.4855,-2.4747
83.7,-0.5786,0.5399,-1.8588
83.72,-0.0132,1.0797,-2.3892
83.74,0.0132,0.8778,-3.0488
83.76,-0.2023,1.2215,-3.3186
83.78,0.5003,1.2958,-2.8587
83.8,0.7518,1.0129,-2.2077
83.82,1.1521,0.8744,-1.4522
83.84,2.0889,0.4928,-0.7072
83.86,1.8864,-0.1572,-0.2054
83.88,2.103,-0.013,1.21
83.9,2.0009,-0.3364,2.0199
83.92,1.7406,-0.161,3.9412
83.94,0.8477,-0.2523,3.514
83.96,0.7357,-0.4818,3.2024
83.98,-0.4686,-0.2701,3.1427
84.0,-0.2145,-0.4578,2.5146
84.02,-0.902,-0.8354,1.7984
84.04,-1.0704,-1.015,1.2285
84.06,-1.0813,-0.9681,0.4547
84.08,-1.4799,-1.3558,0.0476
84.1,-1.3596,-1.1678,-0.0755
84.12,-1.2311,-1.3541,-0.3825
84.14,-0.6906,-0.6467,-0.9072
84.16,-1.046,-0.2917,-1.5479
84.18,-1.0791,0.3842,-1.2768
84.2,-0.959,0.8905,-1.8388
84.22,-0.781,1.0826,-2.0236
84.24,-0.8801,1.4394,-2.6638
84.26,-0.4687,1.7116,-2.289
84.28,0.1756,1.1921,-3.3533
84.3,0.6208,0.9267,-2.4001
84.32,0.8406,1.3074,-1.8246
84.34,1.084,0.7019,-2.4053
84.36,1.875,0.039,-1.1063
84.38,1.7317,0.3675,-0.1943
84.4,1.9331,-0.0272,1.1333
84.42,1.7708,-0.6064,2.2926
84.44,1.5513,-0.4299,3.0668
84.46,0.8911,-0.142,2.7224
84.48,0.6812,-0.1644,3.3347
84.5,0.2746,-0.65,3.0674
84.52,-0.6638,-0.6584,2.6287
84.54,-1.2096,-0.2793,2.2587
84.56,-0.923,-0.7722,1.0267
84.58,-1.0317,-1.4828,0.5181
84.6,-1.2375,-1.2197,0.6461
84.62,-1.3618,-1.1668,-0.5148
84.64,-1.1941,-1.0626,-0.5
84.66,-0.9234,-0.6345,-0.836
84.68,-0.5113,-0.4796,-1.614
84.7,-1.116,-0.1166,-1.4505
84.72,-0.9039,0.402,-1.2815
84.74,-1.0532,0.92,-1.9408
84.76,-0.3444,1.0501,-1.7004
84.78,-0.1952,1.4665,-2.6382
84.8,0.3331,1.0039,-3.2866
84.82,0.4482,1.6815,-3.0778
84.84,0.5762,1.2773,-2.7077
84.86,1.1637,0.892,-2.0328
84.88,2.0203,0.3892,-0.8101
84.9,2.5572,0.3829,-0.0438
84.92,1.7409,-0.2172,0.6225
84.94,1.6754,-0.4367,1.8911
84.96,1.8765,-0.0067,2.909
84.98,1.6099,-0.1654,2.703
85.0,0.7233,-0.0965,2.7631
85.02,-0.0809,-0.6846,3.7009
85.04,-0.2622,-0.4217,3.4387
85.06,-1.2434,-0.2992,2.1363
85.08,-1.253,-0.5028,1.8346
85.1,-1.3324,-1.1171,0.7531
85.12,-1.5202,-1.4741,0.7593
85.14,-1.218,-1.491,0.7239
85.16,-1.0555,-1.1307,0.7838
85.18,-0.9344,-0.7609,0.1293
85.2,-1.3215,-0.723,-0.1247
85.22,-1.2351,-0.1206,-1.2433
85.24,-1.2195,0.0879,-0.8994
85.26,-1.1614,0.6635,-1.3578
85.28,-0.6643,1.1795,-2.0638
85.3,0.0583,1.4958,-3.4464
85.32,-0.0293,1.6147,-3.0458
85.34,0.3109,1.1599,-2.8516
85.36,0.8482,1.6447,-2.8953
85.38,1.0989,0.9737,-1.9698
85.4,1.5103,0.8661,-1.6422
85.42,1.7481,0.3759,-0.7963
85.44,2.1054,-0.3709,-0.1626
85.46,1.8431,-0.4291,1.0007
85.48,1.6554,-0.3213,2.3331
85.5,1.4852,-0.3424,3.804
85.52,0.8664,-0.8849,3.2023
85.54,0.4161,-0.5004,3.0711
85.56,0.1666,-0.7126,3.224
85.58,-0.7687,-0.4353,2.1781
85.6,-1.1072,-0.8448,1.9263
85.62,-0.9557,-1.4645,1.768
85.64,-1.1759,-0.8059,0.1642
85.66,-0.9599,-1.0286,0.4194
85.68,-1.4877,-1.0864,-0.1699
85.7,-0.7728,-1.2197,-0.1616
85.72,-1.3906,-1.0355,-0.9752
85.74,-0.9661,-0.1116,-0.488
85.76,-1.2743,-0.1164,-1.1985
85.78,-0.6001,0.7744,-0.8364
85.8,-0.606,1.0599,-1.8154
85.82,-0.467,1.2047,-1.7229
85.84,-0.5626,1.2643,-3.2763
85.86,-0.0895,1.5966,-3.0754
85.88,0.3126,1.2715,-2.9154
85.9,0.7459,0.7925,-2.9864
85.92,1.675,1.0216,-2.2523
85.94,1.843,0.6032,-0.9795
85.96,2.3375,0.4932,-0.7506
85.98,2.3041,0.115,0.7579
86.0,1.8862,-0.4635,1.9488
86.02,1.6424,-0.1979,2.5761
86.04,1.2954,-0.4966,2.7679
86.06,0.3983,-0.3612,3.4104
86.08,-0.3833,-0.755,2.6627
86.1,-0.31,-0.628,2.7841
86.12,-0.9958,-0.7957,2.4428
86.14,-1.3526,-0.9,2.3891
86.16,-1.3931,-0.817,0.6592
86.18,-1.2031,-0.7827,0.2075
86.2,-1.4762,-0.9912,0.5304
86.22,-1.064,-1.2132,-0.1015
86.24,-0.7741,-0.897,-0.3345
86.26,-0.6211,-0.3235,-0.5399
86.28,-1.0,-0.275,-1.2539
86.3,-0.8296,0.3763,-0.9973
86.32,-0.5842,0.9605,-2.0309
86.34,-0.4287,1.0343,-2.6225
86.36,-0.4463,1.2928,-2.8402
86.38,-0.308,1.4641,-3.2173
86.4,0.1166,1.6142,-3.4893
86.42,1.1845,1.3998,-3.1508
86.44,1.814,0.5468,-2.2892
86.46,1.6991,0.2979,-2.0849
86.48,1.6461,-0.0072,-1.1888
86.5,2.0578,0.3083,0.2467
86.52,2.4901,-0.2563,1.2378
86.54,1.8121,-0.3081,2.6378
86.56,1.2471,-0.7928,3.6644
86.58,0.1026,-0.2576,3.1871
86.6,0.1367,-0.1636,3.6113
86.62,-0.5221,-0.2079,2.8798
86.64,-1.1445,-0.6812,2.3959
86.66,-1.4859,-0.7455,1.4244
86.68,-1.1935,-0.7593,1.6844
86.7,-1.2258,-0.983,0.8083
86.72,-1.1403,-0.9993,0.3559
86.74,-1.5196,-1.1653,-0.1105
86.76,-0.8749,-1.1991,0.3868
86.78,-1.1537,-0.1961,0.3975
86.8,-0.7501,-0.1913,-1.4827
86.82,-0.4127,0.1613,-0.4992
86.84,-1.0287,0.9168,-1.7191
86.86,-0.5341,0.7858,-1.8302
86.88,-1.0773,1.3644,-2.6905
86.9,0.179,1.5297,-2.7959
86.92,0.3752,1.4185,-2.9354
86.94,1.0032,1.1004,-2.3668
86.96,1.2252,0.8096,-2.4296
86.98,1.315,0.1401,-1.9021
87.0,1.884,0.6279,-0.9098
87.02,2.4438,0.3071,0.0082
87.04,2.0152,-0.234,0.8458
87.06,1.6907,0.2184,1.33
87.08,1.2435,-0.376,3.1349
87.1,0.9504,-0.4608,3.5247
87.12,0.1746,-0.7279,3.7686
87.14,-0.4757,-0.7091,3.5068
87.16,-0.4547,-0.4634,2.847
87.18,-1.4191,-0.7728,1.9021
87.2,-1.383,-1.3065,1.0661
87.22,-1.5093,-0.9095,1.027
87.24,-2.0479,-1.126,0.5786
87.26,-1.3409,-1.4008,-0.0707
87.28,-1.3109,-1.2676,0.0859
87.3,-1.135,-0.6113,-0.1823
87.32,-1.0641,-0.2611,-0.8644
87.34,-1.6186,0.1098,-1.2425
87.36,-0.8048,0.4824,-2.0558
87.38,-0.639,0.8992,-2.1976
87.4,-0.8477,0.8271,-1.7792
87.42,-0.1322,1.2907,-2.266
87.44,0.0128,1.2995,-2.6803
87.46,0.8354,1.0946,-2.3225
87.48,1.2982,1.0864,-2.5907
87.5,1.5828,0.7707,-2.2194
87.52,1.7459,0.4769,-0.8872
87.54,2.4029,0.0093,-0.2396
87.56,1.8024,-0.0312,1.238
87.58,1.9361,-0.1887,1.8316
87.6,1.0681,-0.1033,2.6608
87.62,0.3529,-0.3283,3.2249
87.64,0.5048,-0.2714,4.0227
87.66,-0.1771,-0.2786,2.6952
87.68,-0.6251,-0.7034,2.3527
87.7,-1.0506,-0.6912,2.0398
87.72,-1.8201,-1.1883,1.2275
87.74,-0.9517,-0.9286,0.0472
87.76,-1.227,-0.9727,0.881
87.78,-1.5395,-1.4154,-0.1245
87.8,-0.8863,-1.1295,0.2214
87.82,-1.453,-0.7872,-0.7022
87.84,-1.0007,-0.6867,-1.2486
87.86,-1.0347,-0.0356,-1.5047
87.88,-0.9929,0.5804,-2.0772
87.9,-1.0231,0.4456,-1.0596
87.92,-0.7826,1.1148,-1.9175
87.94,-0.132,1.0932,-3.5546
87.96,0.3641,1.9482,-2.7079
87.98,0.4308,1.1885,-3.0938
88.0,1.0097,0.8229,-2.0639
88.02,1.0503,0.6997,-2.1908
88.04,1.4264,0.152,-0.9813
88.06,2.0331,0.033,-0.1581
88.08,1.9452,0.2038,0.793
88.1,2.1488,-0.1292,2.0036
88.12,2.0336,-0.1627,2.3303
88.14,1.2847,-0.6187,4.0252
88.16,0.4138,-0.2504,3.2937
88.18,-0.175,-0.5243,3.1693
88.2,-0.9079,-0.8527,2.7361
88.22,-1.0501,-0.7815,2.3532
88.24,-1.104,-0.8432,1.7352
88.26,-1.5587,-1.2845,1.3107
88.28,-1.4349,-0.819,0.3534
88.3,-1.8016,-1.3041,-0.2493
88.32,-1.0225,-1.6334,0.4547
88.34,-0.8991,-0.9145,-0.3292
88.36,-0.9166,-1.0392,-0.7881
88.38,-1.0421,-0.002,-1.0381
88.4,-0.8699,0.6619,-1.2096
88.42,-0.5732,0.8095,-1.4108
88.44,-0.8745,0.512,-2.1178
88.46,-0.6687,1.5769,-2.6143
88.48,-0.3465,1.4196,-3.0012
88.5,0.2944,1.4822,-3.0853
88.52,0.4395,1.0593,-2.8781
88.54,1.1297,1.1053,-1.8979
88.56,1.4197,0.6351,-1.6311
88.58,1.6571,0.0312,-0.9249
88.6,2.0742,-0.2483,0.0661
88.62,2.2012,-0.0169,1.8405
88.64,1.895,-0.2007,2.1965
88.66,1.6735,-0.2658,3.1389
88.68,0.6297,-0.4788,2.7397
88.7,0.3733,-0.4169,3.0754
88.72,-0.1014,-0.6877,3.039
88.74,-0.5726,-0.5085,1.6103
88.76,-1.0163,-0.5031,1.9248
88.78,-1.1131,-1.3391,1.0135
88.8,-1.3904,-0.985,0.6701
88.82,-1.3559,-1.2385,0.6414
88.84,-1.0929,-1.2819,0.0237
88.86,-0.7597,-0.6464,-0.2482
88.88,-0.9177,-0.4063,-0.7318
88.9,-0.7219,0.1144,-0.8873
88.92,-0.7961,-0.1846,-1.5413
88.94,-0.7446,0.9244,-1.4454
88.96,-0.4653,0.9631,-1.4427
88.98,-0.3105,0.8981,-2.5916
89.0,-0.464,1.2593,-2.3691
89.02,0.2985,1.3221,-3.1108
89.04,0.3138,1.2634,-2.8632
89.06,0.8364,0.843,-2.7337
89.08,1.3366,1.298,-1.5479
89.1,1.8086,0.5833,-0.2859
89.12,2.1296,0.0785,0.1464
89.14,1.7219,-0.2234,1.1268
89.16,2.0587,-0.2149,2.1765
89.18,1.7849,-0.761,2.7618
89.2,1.0299,-0.0556,4.0199
89.22,0.4574,-0.5687,3.737
89.24,0.4367,-0.6267,3.1741
89.26,-0.4378,-0.7266,2.8605
89.28,-1.2365,-0.6539,1.3056
89.3,-1.3952,-1.066,2.075
89.32,-1.3717,-1.1143,1.4506
89.34,-1.5862,-0.921,0.2864
89.36,-0.6451,-0.8447,-0.2476
89.38,-1.2164,-0.7897,-0.6086
89.4,-0.6866,-0.7714,-0.6643
89.42,-1.4448,-0.3824,-0.7527
89.44,-0.8947,-0.0742,-1.1471
89.46,-0.6969,0.7341,-1.3457
89.48,-0.7364,0.9382,-1.5781
89.5,-1.1022,1.1588,-1.8368
89.52,-0.3699,1.3377,-2.6549
89.54,0.2539,1.3982,-1.9495
89.56,0.3806,0.996,-3.0566
89.58,0.8697,1.0042,-2.29
89.6,1.1997,1.1128,-2.6642
89.62,1.6645,0.3452,-1.958
89.64,1.9552,0.0052,-1.1505
89.66,2.3329,-0.1675,1.1427
89.68,1.9488,-0.2111,1.2726
89.7,1.336,-0.3147,3.0511
89.72,0.8976,-0.2875,3.6159
89.74,1.2807,-0.6487,3.6908
89.76,-0.0953,-0.4795,2.9859
89.78,-0.6284,-0.4485,2.8637
89.8,-0.8949,-0.7852,2.4971
89.82,-0.9456,-1.1231,1.9319
89.84,-1.6346,-1.518,0.9398
89.86,-1.488,-0.4733,0.1265
89.88,-1.3943,-1.3879,-0.3802
89.9,-1.2463,-1.0488,-0.3071
89.92,-0.6549,-0.3242,-0.2373
89.94,-0.8474,-0.4736,-0.7296
89.96,-1.0031,-0.0313,-1.4812
89.98,-0.5967,0.2955,-1.8374
90.0,-0.4762,0.6995,-1.5493
90.02,-1.1826,1.3358,-2.8563
90.04,-0.7661,1.5695,-3.3154
90.06,-0.2235,1.6372,-2.3795
90.08,0.3569,1.2627,-3.3326
90.1,0.9456,1.3692,-2.9655
90.12,1.8062,1.1797,-2.0881
90.14,1.7795,0.549,-1.4952
90.16,2.1846,0.4585,-1.0985
90.18,2.1544,-0.0072,0.2565
90.2,1.8816,-0.0798,1.2715
90.22,1.2713,-0.1876,2.7141
90.24,1.3772,-0.1053,3.0938
90.26,0.5938,-0.4586,2.8823
90.28,-0.0718,-0.8832,3.0343
90.3,-0.5204,-1.0487,2.7075
90.32,-1.0007,-0.2996,2.4049
90.34,-1.4308,-1.2014,1.469
90.36,-1.4237,-0.6965,0.7166
90.38,-1.3025,-0.5208,1.0015
90.4,-1.0555,-1.3737,-0.0776
90.42,-1.3205,-1.1592,-0.2361
90.44,-1.128,-1.0733,-0.1653
90.46,-0.4345,-0.4569,-0.7581
90.48,-0.3251,-0.0902,-0.3964
90.5,-0.8519,0.7775,-0.6462
90.52,-0.6845,0.6796,-1.7108
90.54,-0.2456,0.7827,-1.4483
90.56,0.0064,1.3261,-3.0677
90.58,-0.0724,1.4847,-3.2161
90.6,-0.4012,1.2397,-3.1126
90.62,0.8712,1.0763,-3.6241
90.64,1.2403,1.3966,-2.9849
90.66,1.7641,0.832,-2.0034
90.68,1.8994,0.633,-1.2465
90.7,2.3441,0.1514,0.6551
90.72,2.2334,-0.1128,1.2266
90.74,1.6617,-0.43,2.169
90.76,1.448,-0.0317,2.6751
90.78,0.922,-0.6807,3.0439
90.8,0.4294,0.1743,3.892
90.82,-0.2438,-0.4249,2.9347
90.84,-0.9139,-0.8246,2.1517
90.86,-1.3939,-0.9125,1.5346
90.88,-1.4466,-0.9626,1.7355
90.9,-1.9339,-0.9952,0.5961
90.92,-1.3371,-0.9551,0.1683
90.94,-1.6094,-0.8799,0.0731
90.96,-1.0157,-0.8854,-0.4405
90.98,-0.6481,-0.2592,-0.2861
91.0,-0.2131,0.0251,-1.0382
91.02,-0.3495,0.4076,-1.5104
91.04,-0.4833,0.7033,-1.443
91.06,-0.5434,0.5819,-2.3485
91.08,-0.3827,0.9601,-2.7178
91.1,-0.373,1.3545,-2.478
91.12,0.2784,1.691,-2.4522
91.14,0.032,0.9529,-3.0918
91.16,1.3418,1.3019,-2.4576
91.18,1.5584,0.8731,-1.6784
91.2,1.6638,0.7208,-1.2192
91.22,1.6574,-0.2172,0.0307
91.24,1.7571,0.3029,1.2276
91.26,2.1371,0.0509,2.1771
91.28,1.4574,-0.4806,2.8938
91.3,1.2985,-0.1234,3.1513
91.32,0.3438,-0.4795,3.6733
91.34,-0.3408,-0.3254,3.4952
91.36,-0.3305,-0.527,2.8229
91.38,-0.9038,-0.0806,2.1521
91.4,-1.39,-0.5612,1.5962
91.42,-1.4893,-0.8129,0.9457
91.44,-1.882,-1.303,0.0427
91.46,-1.6496,-1.3336,-0.1229
91.48,-1.6028,-0.8432,-1.1341
91.5,-1.1608,-0.8727,-0.6146
91.52,-0.9573,-0.4661,-1.1403
91.54,-1.2839,-0.2809,-1.3036
91.56,-0.6446,0.0364,-0.7381
91.58,-0.447,0.4954,-2.0843
91.6,-0.5281,0.8201,-1.6138
91.62,0.0895,1.5655,-2.9487
91.64,0.0351,1.0816,-3.4663
91.66,0.4636,0.7997,-3.219
91.68,1.2362,1.2904,-2.7445
91.7,1.8925,0.8741,-2.4322
91.72,1.7681,0.7253,-1.2139
91.74,2.0283,-0.0087,-0.6982
91.76,2.0452,0.3886,0.5596
91.78,2.2221,0.0712,1.6697
91.8,1.6908,-0.5173,2.9256
91.82,1.2473,-0.4239,3.3284
91.84,0.6886,0.0088,2.7136
91.86,0.1868,-0.0925,3.0036
91.88,-0.1092,-0.5354,3.0482
91.9,-1.2997,-0.9515,2.3832
91.92,-0.977,-0.7197,3.0826
91.94,-1.5454,-1.2399,1.3204
91.96,-0.6249,-1.0775,0.9472
91.98,-1.0882,-0.9945,0.6041
92.0,-1.6671,-1.0728,-0.6492
92.02,-1.0827,-1.2148,-0.3097
92.04,-0.8571,-0.5888,-0.9151
92.06,-0.7773,0.0181,-1.3874
92.08,-0.6741,0.3165,-0.1726
92.1,-0.4071,0.7439,-1.525
92.12,-0.5684,1.4416,-1.9093
92.14,-0.7242,1.1382,-2.32
92.16,0.1648,1.1984,-1.7319
92.18,0.6496,1.8407,-3.0161
92.2,0.8757,1.3112,-3.2646
92.22,1.0632,0.7147,-2.7035
92.24,1.5264,0.6761,-1.5276
92.26,1.8428,0.2518,-1.8304
92.28,1.7413,0.2492,-0.4669
92.3,1.8037,-0.1825,1.0932
92.32,1.5263,-0.3688,1.5714
92.34,1.1387,-0.2556,2.8711
92.36,0.911,-0.5575,3.3006
92.38,0.1185,-0.734,3.2176
92.4,-0.6317,-0.6595,3.0485
92.42,-0.9656,-0.943,2.4244
92.44,-0.9867,-0.9394,2.0008
92.46,-0.9704,-0.6511,1.8147
92.48,-1.3253,-0.9163,1.1641
92.5,-1.0794,-0.9997,0.319
92.52,-1.2913,-0.8924,0.2692
92.54,-1.0774,-0.9433,-0.0624
92.56,-1.468,-0.3674,0.2811
92.58,-0.8334,-0.5327,-0.8011
92.6,-1.4324,-0.1354,-0.6929
92.62,-0.7615,0.8842,-2.1919
92.64,-0.6254,1.0771,-2.4536
92.66,-0.1902,1.4374,-2.1043
92.68,-0.2149,1.2328,-1.7023
92.7,0.5808,1.5925,-2.9304
92.72,0.4624,1.1318,-3.6756
92.74,0.8433,1.314,-2.7883
92.76,1.4925,0.6405,-2.1305
92.78,1.207,0.4277,-1.4532
92.8,2.1577,0.1167,-0.418
92.82,1.6889,0.0489,0.2675
92.84,1.869,-0.0987,1.7423
92.86,1.7268,-0.1529,2.5092
92.88,1.3009,-0.3825,3.2917
92.9,0.5691,-0.4822,3.0213
92.92,0.0322,-0.7123,3.0723
92.94,-1.4529,-0.5867,2.6244
92.96,-0.9796,-0.9348,2.7287
92.98,-1.3404,-0.7188,1.679
93.0,-1.3217,-1.1045,1.2536
93.02,-1.8371,-0.9596,0.7116
93.04,-1.3495,-1.0211,0.4178
93.06,-1.3527,-0.8715,0.2191
93.08,-1.4695,-1.3892,0.0715
93.1,-1.1587,-0.5228,-0.1508
93.12,-0.3954,-0.1663,-0.9274
93.14,-0.6995,0.3741,-1.6215
93.16,-0.7318,0.7217,-1.5235
93.18,-0.6373,1.258,-2.625
93.2,0.0055,1.2573,-2.4734
93.22,0.063,1.7174,-3.2449
93.24,0.4815,1.3365,-3.4093
93.26,0.4442,1.2167,-3.3952
93.28,1.5479,0.9135,-1.9249
93.3,1.7558,0.7159,-1.592
93.32,2.0198,-0.1519,-0.2193
93.34,2.7291,0.3994,0.0872
93.36,1.6963,0.1269,2.1626
93.38,1.3156,-0.0638,2.8952
93.4,1.4465,-0.1298,2.6457
93.42,0.8208,-0.6484,3.2392
93.44,0.1328,-0.736,3.3457
93.46,-0.9258,-0.2723,3.1644
93.48,-1.3492,-0.3282,2.2139
93.5,-1.2366,-0.9074,1.9393
93.52,-1.3341,-1.3789,0.9683
93.54,-1.5409,-1.1561,0.9002
93.56,-1.6123,-1.375,0.66
93.58,-1.4266,-1.2541,0.4475
93.6,-1.0914,-1.0892,-0.1881
93.62,-1.0646,-0.571,-0.6238
93.64,-0.6387,-0.4376,-0.6418
93.66,-1.0575,-0.0505,-1.5517
93.68,-0.6835,0.4612,-1.7449
93.7,-0.6599,0.7628,-1.7146
93.72,-0.7497,1.4118,-2.9715
93.74,-0.2216,1.3933,-2.3651
93.76,0.2581,1.7416,-3.3521
93.78,1.0546,1.3142,-2.4503
93.8,0.9827,0.91,-2.5435
93.82,2.1828,0.8383,-2.3571
93.84,1.9721,0.4331,-1.0768
93.86,2.1998,-0.411,-0.2176
93.88,2.2961,-0.0178,0.6476
93.9,1.8432,-0.4724,1.7131
93.92,1.5041,-0.2283,2.8651
93.94,0.3909,-0.9928,3.2273
93.96,0.0199,-0.5759,3.29
93.98,-0.782,-0.4486,2.9074
94.0,-1.1995,-0.2845,3.2977
94.02,-1.3064,-0.5152,2.0969
94.04,-1.2766,-1.0968,0.9669
94.06,-1.4811,-1.4999,0.9917
94.08,-1.482,-0.5902,0.3415
94.1,-1.3647,-0.8798,-0.3892
94.12,-1.0982,-0.8723,-0.3032
94.14,-1.424,-0.4328,-0.8138
94.16,-0.6285,-0.2543,-1.3973
94.18,-0.8202,0.375,-1.0134
94.2,-0.4865,0.2165,-0.9847
94.22,-0.7122,0.8985,-2.0547
94.24,-0.3435,1.1704,-1.8958
94.26,-0.248,1.6397,-2.9413
94.28,0.3772,1.3647,-2.4864
94.3,0.4839,1.2503,-2.2066
94.32,0.9835,0.5617,-2.2566
94.34,1.4282,0.9404,-2.2394
94.36,1.5678,0.3216,-1.4062
94.38,2.1372,-0.0503,-0.4222
94.4,1.8386,0.3735,0.5879
94.42,1.9093,-0.1763,1.2147
94.44,1.4609,-0.6266,2.6846
94.46,1.0787,-0.2601,3.7234
94.48,0.0173,-0.3457,3.8362
94.5,-0.0238,-0.9263,3.184
94.52,-0.2667,-0.2522,2.5013
94.54,-1.1926,-0.4975,1.9763
94.56,-1.1647,-0.6644,1.7874
94.58,-1.5632,-1.2233,0.1466
94.6,-1.457,-0.703,0.49
94.62,-1.4555,-1.1195,0.1257
94.64,-0.8725,-0.5741,-0.387
94.66,-1.0168,-0.5172,-1.0064
94.68,-0.7137,-0.1797,-0.8227
94.7,-1.0038,0.1621,-0.3444
94.72,-0.6135,0.5972,-1.2293
94.74,-0.9262,0.9006,-1.0774
94.76,-0.9823,1.389,-2.2597
94.78,-0.5724,1.4522,-3.3287
94.8,0.2073,1.3409,-2.9677
94.82,0.2284,1.479,-3.1595
94.84,1.1322,1.2364,-3.0519
94.86,1.5008,0.8478,-2.2386
94.88,1.7033,0.7086,-1.1175
94.9,1.973,0.5606,-0.1528
94.92,1.5833,0.1008,1.6297
94.94,2.6955,0.188,2.5507
94.96,1.665,-0.519,2.3478
94.98,1.5136,-0.0615,3.1742
95.0,0.2864,-0.1951,3.209
95.02,0.1744,-0.229,3.487
95.04,-0.5436,-0.6283,2.5045
95.06,-0.9542,-0.382,2.4181
95.08,-1.4251,-0.5686,2.1279
95.1,-1.6428,-1.0326,0.9502
95.12,-1.6601,-1.2526,0.6275
95.14,-1.7755,-1.3535,0.1714
95.16,-1.1781,-1.2651,0.2639
95.18,-1.2432,-0.9301,-1.0849
95.2,-0.8222,-0.3639,-0.7225
95.22,-0.9661,-0.2803,-0.8559
95.24,-0.8574,0.106,-1.1972
95.26,-0.5014,0.5863,-1.5018
95.28,-0.5261,0.7826,-2.2587
95.3,-0.4875,0.8461,-2.8433
95.32,0.4447,1.4755,-3.2476
95.34,1.1261,1.0472,-2.7679
95.36,0.578,1.0196,-2.7629
95.38,1.0643,1.1604,-2.2759
95.4,1.6867,0.5757,-1.8901
95.42,1.7377,0.5481,-0.8775
95.44,1.9578,0.4972,0.5425
95.46,2.1049,0.0202,1.1221
95.48,1.4564,-0.134,2.5294
95.5,1.2956,-0.9494,3.3599
95.52,0.6229,-0.2653,3.1448
95.54,0.249,-0.6492,3.2325
95.56,-0.0397,0.0994,3.1037
95.58,-1.173,-1.241,2.8912
95.6,-1.4679,-0.5416,1.7781
95.62,-1.4867,-1.1117,2.0556
95.64,-1.4265,-1.1813,0.7442
95.66,-1.919,-1.7868,-0.3116
95.68,-0.9998,-1.084,0.0841
95.7,-1.4352,-0.4101,0.4119
95.72,-1.275,-0.4879,-1.1576
95.74,-0.7433,0.2219,-0.4826
95.76,-0.7917,0.3766,-0.9503
95.78,-0.5943,0.1896,-1.5885
95.8,-0.2533,1.2823,-2.0917
95.82,-0.4897,1.0374,-2.4667
95.84,-0.0367,1.2809,-2.9835
95.86,0.371,0.8502,-2.3448
95.88,0.8284,0.8636,-2.5161
95.9,1.4091,1.0295,-2.5474
95.92,1.4285,0.7893,-2.1999
95.94,2.4328,0.5985,-0.9739
95.96,1.9576,0.4708,-0.2012
95.98,1.8069,-0.1801,1.1368
96.0,1.5117,-0.265,1.6681
96.02,1.2777,-0.2252,3.2967
96.04,0.674,-0.2823,3.6562
96.06,0.4019,-0.3467,3.0019
96.08,-0.635,-0.0107,2.9719
96.1,-0.7529,-0.7672,2.9658
96.12,-1.1597,-0.7684,2.1794
96.14,-1.5516,-0.7572,1.5333
96.16,-1.5968,-1.1851,1.21
96.18,-1.3772,-0.7991,-0.1833
96.2,-0.9655,-1.0088,-0.4059
96.22,-1.4398,-0.9821,-0.069
96.24,-1.1818,-0.9026,-0.6243
96.26,-1.1589,-0.0553,-1.161
96.28,-0.8493,0.6215,-0.7705
96.3,-0.2619,0.1725,-1.5512
96.32,-0.2914,0.9517,-1.2328
96.34,0.1326,1.5505,-2.4912
96.36,0.0186,1.4344,-2.2918
96.38,0.4238,1.4693,-2.6703
96.4,0.5288,1.3327,-3.4121
96.42,0.7523,1.0446,-2.501
96.44,1.5588,0.4831,-2.3576
96.46,2.2157,0.463,-1.4862
96.48,1.6915,-0.1821,-0.443
96.5,1.9343,-0.2984,0.9473
